Country,Population,GDP,Life_expectancy,Region,Year,Year_num
Belgium,7554691,44830501200,53.7,Europe,01/01/1920 0:00:00,1920
Belize,44561,55661997,32.1,South/Latin America,01/01/1920 0:00:00,1920
Benin,1689073,1716463688,31,Africa,01/01/1920 0:00:00,1920
Bhutan,151434,116653346,28.8,Asia & Pacific,01/01/1920 0:00:00,1920
Bolivia,2333955,4873508007,33,South/Latin America,01/01/1920 0:00:00,1920
Bosnia and Herzegovina,2036931,1699744741,35.1,Europe,01/01/1920 0:00:00,1920
Botswana,152437,101472919,33.6,Africa,01/01/1920 0:00:00,1920
Brazil,27660862,33045490440,32,South/Latin America,01/01/1920 0:00:00,1920
Bulgaria,5085764,9747435436,44.4,Europe,01/01/1920 0:00:00,1920
Burkina Faso,3442161,1917283110,29.2,Africa,01/01/1920 0:00:00,1920
Burundi,1823651,940863000,31.5,Africa,01/01/1920 0:00:00,1920
Cambodia,3326194,3378353278,35,Asia & Pacific,01/01/1920 0:00:00,1920
Cameroon,2506103,2602825731,28.8,Africa,01/01/1920 0:00:00,1920
Canada,8764205,55705580140,56.6,North America,01/01/1920 0:00:00,1920
Cape Verde,135600,114396228,33.8,Africa,01/01/1920 0:00:00,1920
Chad,1484476,1090811901,30.9,Africa,01/01/1920 0:00:00,1920
Chile,3760459,14275282543,31.8,South/Latin America,01/01/1920 0:00:00,1920
China,462750597,434795501125,32,Asia & Pacific,01/01/1920 0:00:00,1920
Colombia,6394596,8965999257,32,South/Latin America,01/01/1920 0:00:00,1920
Comoros,122773,108302548,32.1,Arab States,01/01/1920 0:00:00,1920
Costa Rica,420818,1026664079,35.1,South/Latin America,01/01/1920 0:00:00,1920
Croatia,2959916,9755915321,36.1,Europe,01/01/1920 0:00:00,1920
Cuba,3067116,21213087082,37.4,South/Latin America,01/01/1920 0:00:00,1920
Cyprus,308148,896850434,48,Europe,01/01/1920 0:00:00,1920
Denmark,3242599,20405787889,57.5,Europe,01/01/1920 0:00:00,1920
Djibouti,48984,58464212,29.9,Arab States,01/01/1920 0:00:00,1920
Ecuador,1869330,4539967529,32.9,South/Latin America,01/01/1920 0:00:00,1920
Egypt,13103160,33921017331,33,Arab States,01/01/1920 0:00:00,1920
El Salvador,1171634,2736458114,28.7,South/Latin America,01/01/1920 0:00:00,1920
Equatorial Guinea,113669,53893990,29.8,Africa,01/01/1920 0:00:00,1920
Eritrea,767181,555058978,30.2,Africa,01/01/1920 0:00:00,1920
Estonia,835438,1497799568,46.4,Europe,01/01/1920 0:00:00,1920
Ethiopia,11856154,6705413350,29.7,Africa,01/01/1920 0:00:00,1920
Fiji,155276,212115758,26.1,Asia & Pacific,01/01/1920 0:00:00,1920
Finland,3140763,9658620280,47.5,Europe,01/01/1920 0:00:00,1920
France,39069937,205358509600,51.6,Europe,01/01/1920 0:00:00,1920
French Guiana,20336,34340939,30.5,South/Latin America,01/01/1920 0:00:00,1920
French Polynesia,34197,53555407,25.6,Asia & Pacific,01/01/1920 0:00:00,1920
Gabon,369219,162006833,30.6,Africa,01/01/1920 0:00:00,1920
Gambia,217254,199899082,28.8,Africa,01/01/1920 0:00:00,1920
Georgia,2673184,1440936750,37,CIS,01/01/1920 0:00:00,1920
Germany,62277173,322973776472,53.5,Europe,01/01/1920 0:00:00,1920
Ghana,2420362,4480114386,28,Africa,01/01/1920 0:00:00,1920
Greece,5640215,18999160213,44.6,Europe,01/01/1920 0:00:00,1920
Greenland,18711,29964347,33.7,Europe,01/01/1920 0:00:00,1920
Grenada,66462,105238777,37.3,South/Latin America,01/01/1920 0:00:00,1920
Guadeloupe,168009,262254177,27.7,South/Latin America,01/01/1920 0:00:00,1920
Guatemala,1723811,3394788281,25.8,South/Latin America,01/01/1920 0:00:00,1920
Guinea,2370207,1360293274,30.7,Africa,01/01/1920 0:00:00,1920
Guinea-Bissau,436906,325220594,32,Africa,01/01/1920 0:00:00,1920
Guyana,326874,864599011,34.3,South/Latin America,01/01/1920 0:00:00,1920
Haiti,2144973,3793304289,29,South/Latin America,01/01/1920 0:00:00,1920
Honduras,733457,1805011599,33.9,South/Latin America,01/01/1920 0:00:00,1920
Hungary,7956033,33519863730,42.1,Europe,01/01/1920 0:00:00,1920
Iceland,117013,293004950,54.6,Europe,01/01/1920 0:00:00,1920
India,267795301,226199940066,24.7,Asia & Pacific,01/01/1920 0:00:00,1920
Indonesia,47287780,76851611814,30,Asia & Pacific,01/01/1920 0:00:00,1920
Iraq,3017350,6232132404,31.2,Arab States,01/01/1920 0:00:00,1920
Ireland,3071970,13690998104,56.1,Europe,01/01/1920 0:00:00,1920
Israel,430747,879305920,32,Europe,01/01/1920 0:00:00,1920
Italy,37422220,154226776267,45.5,Europe,01/01/1920 0:00:00,1920
Jamaica,854667,1391407286,35.4,South/Latin America,01/01/1920 0:00:00,1920
Japan,55545937,141065248780,42,Asia & Pacific,01/01/1920 0:00:00,1920
Jordan,351638,780024106,31.7,Arab States,01/01/1920 0:00:00,1920
Kazakhstan,5077760,6250741983,19,CIS,01/01/1920 0:00:00,1920
Kenya,2647683,2950188355,25.5,Africa,01/01/1920 0:00:00,1920
Kiribati,30111,18367004,24.9,Asia & Pacific,01/01/1920 0:00:00,1920
Kuwait,108683,264772617,26,Arab States,01/01/1920 0:00:00,1920
Latvia,1482686,2209416848,47.7,Europe,01/01/1920 0:00:00,1920
Lebanon,699479,2345173334,29.7,Arab States,01/01/1920 0:00:00,1920
Lesotho,584540,258519340,32.8,Africa,01/01/1920 0:00:00,1920
Liberia,725339,769775406,31.1,Africa,01/01/1920 0:00:00,1920
Libya,958280,3509671391,33.1,Arab States,01/01/1920 0:00:00,1920
Lithuania,1954935,4830632344,43,Europe,01/01/1920 0:00:00,1920
Luxembourg,243705,1419899449,54.6,Europe,01/01/1920 0:00:00,1920
Madagascar,3312615,3562264224,30.5,Africa,01/01/1920 0:00:00,1920
Malawi,1226438,432774997,30.3,Africa,01/01/1920 0:00:00,1920
Malaysia,3525501,7547989943,30.6,Asia & Pacific,01/01/1920 0:00:00,1920
Maldives,65262,60455212,32.6,Asia & Pacific,01/01/1920 0:00:00,1920
Mali,3570023,2280784275,26.4,Africa,01/01/1920 0:00:00,1920
Malta,257050,523029707,51.4,Europe,01/01/1920 0:00:00,1920
Martinique,177210,342723670,30.1,South/Latin America,01/01/1920 0:00:00,1920
Mauritania,579393,533433517,32,Arab States,01/01/1920 0:00:00,1920
Mauritius,375318,624633863,31.2,Africa,01/01/1920 0:00:00,1920
Mexico,15072751,48087924773,31.7,South/Latin America,01/01/1920 0:00:00,1920
Mongolia,731355,1003169903,31.8,Asia & Pacific,01/01/1920 0:00:00,1920
Montenegro,303030,806850696,35.4,Europe,01/01/1920 0:00:00,1920
Morocco,5687271,8084738095,33.1,Arab States,01/01/1920 0:00:00,1920
Mozambique,4862656,2042236229,30.3,Africa,01/01/1920 0:00:00,1920
Myanmar,13279350,21649166456,30.8,Asia & Pacific,01/01/1920 0:00:00,1920
Namibia,232992,580181568,32.4,Africa,01/01/1920 0:00:00,1920
Nepal,6228667,5675144580,32.8,Asia & Pacific,01/01/1920 0:00:00,1920
Netherlands,6846453,34046196168,57.8,Europe,01/01/1920 0:00:00,1920
New Caledonia,54285,100566217,26,Asia & Pacific,01/01/1920 0:00:00,1920
New Zealand,1236395,12082135729,56.4,Asia & Pacific,01/01/1920 0:00:00,1920
Nicaragua,759914,2144027449,24.6,South/Latin America,01/01/1920 0:00:00,1920
Niger,2169089,1598592999,30.8,Africa,01/01/1920 0:00:00,1920
Nigeria,18664138,29462338248,30.4,Africa,01/01/1920 0:00:00,1920
Norway,2634635,14155746623,58.9,Europe,01/01/1920 0:00:00,1920
Oman,444064,1243997728,32.3,Arab States,01/01/1920 0:00:00,1920
Pakistan,21317683,27001386018,25.5,Asia & Pacific,01/01/1920 0:00:00,1920
Panama,479942,1242621888,33.9,South/Latin America,01/01/1920 0:00:00,1920
Papua New Guinea,1411959,1147394991,31.5,Asia & Pacific,01/01/1920 0:00:00,1920
Paraguay,710007,2186870789,35.5,South/Latin America,01/01/1920 0:00:00,1920
Peru,4741538,10831598342,35.7,South/Latin America,01/01/1920 0:00:00,1920
Philippines,9410424,21062891800,30.9,Asia & Pacific,01/01/1920 0:00:00,1920
Poland,24166006,89408921416,46.5,Europe,01/01/1920 0:00:00,1920
Portugal,6057815,13479227869,35.6,Europe,01/01/1920 0:00:00,1920
Puerto Rico,1319067,3544486789,38.5,South/Latin America,01/01/1920 0:00:00,1920
Qatar,18514,30463732,30.8,Arab States,01/01/1920 0:00:00,1920
Reunion,195284,250864968,33,Asia & Pacific,01/01/1920 0:00:00,1920
Romania,12320811,66156462025,35.7,Europe,01/01/1920 0:00:00,1920
Rwanda,1803946,886032684,31.8,Africa,01/01/1920 0:00:00,1920
Samoa,36337,67131335,25.4,Asia & Pacific,01/01/1920 0:00:00,1920
Sao Tome and Principe,48309,52666984,31,Africa,01/01/1920 0:00:00,1920
Saudi Arabia,2737469,6037131704,32.1,Arab States,01/01/1920 0:00:00,1920
Senegal,2016303,1847034784,25.2,Africa,01/01/1920 0:00:00,1920
Serbia,5159406,16278992171,35.5,Europe,01/01/1920 0:00:00,1920
Seychelles,24792,41603553,50.1,Africa,01/01/1920 0:00:00,1920
Sierra Leone,1586990,1878325394,25.1,Africa,01/01/1920 0:00:00,1920
Singapore,395975,1089645481,34,Asia & Pacific,01/01/1920 0:00:00,1920
Slovenia,1131761,3882831668,36.6,Europe,01/01/1920 0:00:00,1920
Solomon Islands,75170,52432146,25.1,Asia & Pacific,01/01/1920 0:00:00,1920
Somalia,1865310,1568531091,29.4,Arab States,01/01/1920 0:00:00,1920
South Africa,7155299,19598535630,33.5,Africa,01/01/1920 0:00:00,1920
Spain,21308441,81834489381,39.3,Europe,01/01/1920 0:00:00,1920
Sri Lanka,5281322,7823647304,31.1,Asia & Pacific,01/01/1920 0:00:00,1920
Sudan,4990580,5883316556,31.4,Arab States,01/01/1920 0:00:00,1920
Suriname,169910,596237429,32.9,South/Latin America,01/01/1920 0:00:00,1920
Swaziland,115176,95128260,32.3,Africa,01/01/1920 0:00:00,1920
Sweden,5870418,30557246004,58.8,Europe,01/01/1920 0:00:00,1920
Switzerland,3865690,34975174287,54.4,Europe,01/01/1920 0:00:00,1920
Tajikistan,1156226,632193594,17,CIS,01/01/1920 0:00:00,1920
Thailand,10024952,11238204377,30.4,Asia & Pacific,01/01/1920 0:00:00,1920
Timor-Leste,411564,270385478,28.9,Asia & Pacific,01/01/1920 0:00:00,1920
Togo,1067807,1169308636,31.3,Africa,01/01/1920 0:00:00,1920
Tonga,24671,25454392,28.2,Asia & Pacific,01/01/1920 0:00:00,1920
Trinidad and Tobago,387111,957183514,38.8,South/Latin America,01/01/1920 0:00:00,1920
Tunisia,2152882,3261966459,28.8,Arab States,01/01/1920 0:00:00,1920
Turkey,14200404,31862922085,29,Europe,01/01/1920 0:00:00,1920
Turkmenistan,917936,933199547,15.2,CIS,01/01/1920 0:00:00,1920
Uganda,2904119,2224287327,25.3,Africa,01/01/1920 0:00:00,1920
Ukraine,28213816,23213769089,28.1,CIS,01/01/1920 0:00:00,1920
United Arab Emirates,54703,170398072,30.7,Arab States,01/01/1920 0:00:00,1920
United Kingdom,43825720,309172276771,56.6,Europe,01/01/1920 0:00:00,1920
United States,108441644,959568514543,55.4,North America,01/01/1920 0:00:00,1920
Uruguay,1377048,5755915446,32.9,South/Latin America,01/01/1920 0:00:00,1920
Uzbekistan,5251813,2730459920,19.7,CIS,01/01/1920 0:00:00,1920
Vanuatu,41806,37827765,24.3,Asia & Pacific,01/01/1920 0:00:00,1920
Venezuela,3230455,5100603467,32.2,South/Latin America,01/01/1920 0:00:00,1920
Vietnam,18182468,20593232106,32,Asia & Pacific,01/01/1920 0:00:00,1920
Zambia,958388,884203010,32.6,Africa,01/01/1920 0:00:00,1920
Zimbabwe,2200198,1862867870,33.7,Africa,01/01/1920 0:00:00,1920
South Sudan,2248071,1584004789,26.7,Africa,01/01/1920 0:00:00,1920
Afghanistan,6394908,6252177454,26.9,Asia & Pacific,01/01/1930 0:00:00,1930
Albania,1015991,1843199876,36.3,Europe,01/01/1930 0:00:00,1930
Algeria,6876190,30089615590,31.1,Arab States,01/01/1930 0:00:00,1930
Angola,3642200,5992829702,27,Africa,01/01/1930 0:00:00,1930
Antigua and Barbuda,33647,72785857,41,South/Latin America,01/01/1930 0:00:00,1930
Argentina,11898249,65780260281,54.3,South/Latin America,01/01/1930 0:00:00,1930
Armenia,1123006,1173884097,43.6,CIS,01/01/1930 0:00:00,1930
Aruba,34286,83685638,41.9,South/Latin America,01/01/1930 0:00:00,1930
Australia,6473803,48629812719,65,Asia & Pacific,01/01/1930 0:00:00,1930
Austria,6684058,43400740420,55.9,Europe,01/01/1930 0:00:00,1930
Azerbaijan,2399377,4483789816,38.8,CIS,01/01/1930 0:00:00,1930
Bahamas,59422,301029649,42.6,South/Latin America,01/01/1930 0:00:00,1930
Bahrain,95901,246284249,30.3,Arab States,01/01/1930 0:00:00,1930
Bangladesh,34357412,37732535164,27.9,Asia & Pacific,01/01/1930 0:00:00,1930
Barbados,169353,386459567,39.6,South/Latin America,01/01/1930 0:00:00,1930
Belarus,6476304,9768479355,47.1,CIS,01/01/1930 0:00:00,1930
Belgium,8070904,67076182891,57.2,Europe,01/01/1930 0:00:00,1930
Belize,50465,73080575,37.8,South/Latin America,01/01/1930 0:00:00,1930
Benin,1861685,2027075421,31,Africa,01/01/1930 0:00:00,1930
Bhutan,158911,124659734,28.8,Asia & Pacific,01/01/1930 0:00:00,1930
Bolivia,2624832,6003157369,33,South/Latin America,01/01/1930 0:00:00,1930
Bosnia and Herzegovina,2223485,2372190930,40.5,Europe,01/01/1930 0:00:00,1930
Botswana,216830,155253528,33.6,Africa,01/01/1930 0:00:00,1930
Brazil,33888997,51705073809,32,South/Latin America,01/01/1930 0:00:00,1930
Bulgaria,6034446,13532913414,48.3,Europe,01/01/1930 0:00:00,1930
Burkina Faso,3701674,2082027328,29.2,Africa,01/01/1930 0:00:00,1930
Burundi,1970229,1024419461,31.5,Africa,01/01/1930 0:00:00,1930
Cambodia,3653758,3827298546,35,Asia & Pacific,01/01/1930 0:00:00,1930
Cameroon,2926419,3326342019,28.8,Africa,01/01/1930 0:00:00,1930
Canada,10450983,82728225388,59,North America,01/01/1930 0:00:00,1930
Cape Verde,148278,130337099,33.8,Africa,01/01/1930 0:00:00,1930
Chad,1484476,1282783339,30.9,Africa,01/01/1930 0:00:00,1930
Chile,4309478,16893429483,38,South/Latin America,01/01/1930 0:00:00,1930
China,481222579,512771853987,33.8,Asia & Pacific,01/01/1930 0:00:00,1930
Colombia,8144252,15928493667,32,South/Latin America,01/01/1930 0:00:00,1930
Comoros,132799,118168034,32.1,Arab States,01/01/1930 0:00:00,1930
Costa Rica,550462,1357036947,42.2,South/Latin America,01/01/1930 0:00:00,1930
Croatia,3231909,13619330942,44.1,Europe,01/01/1930 0:00:00,1930
Cuba,3918827,27789342625,41.5,South/Latin America,01/01/1930 0:00:00,1930
Cyprus,345296,1098215889,48.5,Europe,01/01/1930 0:00:00,1930
Denmark,3542561,30224142565,62.3,Europe,01/01/1930 0:00:00,1930
Djibouti,52894,84262855,29.9,Arab States,01/01/1930 0:00:00,1930
Ecuador,2042719,5248043853,32.9,South/Latin America,01/01/1930 0:00:00,1930
Egypt,15293269,39687953337,35.4,Arab States,01/01/1930 0:00:00,1930
El Salvador,1446357,3785552865,28.7,South/Latin America,01/01/1930 0:00:00,1930
Equatorial Guinea,157032,77745951,29.8,Africa,01/01/1930 0:00:00,1930
Eritrea,875495,663078329,30.2,Africa,01/01/1930 0:00:00,1930
Estonia,915693,2831787231,54.8,Europe,01/01/1930 0:00:00,1930
Ethiopia,13651181,7826105967,29.7,Africa,01/01/1930 0:00:00,1930
Fiji,180533,315658107,31.1,Asia & Pacific,01/01/1930 0:00:00,1930
Finland,3450505,15357739871,54.5,Europe,01/01/1930 0:00:00,1930
France,41662571,321591161452,56.9,Europe,01/01/1930 0:00:00,1930
French Guiana,21870,42814693,34.9,South/Latin America,01/01/1930 0:00:00,1930
French Polynesia,38808,100086496,29.6,Asia & Pacific,01/01/1930 0:00:00,1930
Gabon,401405,183260724,30.6,Africa,01/01/1930 0:00:00,1930
Gambia,234015,218991276,28.8,Africa,01/01/1930 0:00:00,1930
Georgia,2929603,3531616308,41.5,CIS,01/01/1930 0:00:00,1930
Germany,66439556,490625691211,59.5,Europe,01/01/1930 0:00:00,1930
Ghana,3079535,6079916373,30.6,Africa,01/01/1930 0:00:00,1930
Greece,6253203,25883612417,50.1,Europe,01/01/1930 0:00:00,1930
Greenland,20015,46596070,37.9,Europe,01/01/1930 0:00:00,1930
Grenada,68474,112953845,43.5,South/Latin America,01/01/1930 0:00:00,1930
Guadeloupe,180831,327237801,35.1,South/Latin America,01/01/1930 0:00:00,1930
Guatemala,1918783,5254236824,25.8,South/Latin America,01/01/1930 0:00:00,1930
Guinea,2588541,1514023765,30.8,Africa,01/01/1930 0:00:00,1930
Guinea-Bissau,466967,349902903,32,Africa,01/01/1930 0:00:00,1930
Guyana,350185,1073827604,41.4,South/Latin America,01/01/1930 0:00:00,1930
Haiti,2448268,4781687605,29,South/Latin America,01/01/1930 0:00:00,1930
Honduras,962852,2923055860,33.9,South/Latin America,01/01/1930 0:00:00,1930
Hungary,8635353,51294319315,50.2,Europe,01/01/1930 0:00:00,1930
Iceland,124871,555414713,60.2,Europe,01/01/1930 0:00:00,1930
India,285470839,275534664105,28.9,Asia & Pacific,01/01/1930 0:00:00,1930
Indonesia,53403726,104728965812,31.5,Asia & Pacific,01/01/1930 0:00:00,1930
Iraq,3728811,9006801583,31.2,Arab States,01/01/1930 0:00:00,1930
Ireland,2907196,14631333709,58.1,Europe,01/01/1930 0:00:00,1930
Israel,564900,1476762980,32,Europe,01/01/1930 0:00:00,1930
Italy,40771062,190886051678,55.2,Europe,01/01/1930 0:00:00,1930
Jamaica,1009819,1981232991,45.3,South/Latin America,01/01/1930 0:00:00,1930
Japan,63863524,306752781181,46.6,Asia & Pacific,01/01/1930 0:00:00,1930
Jordan,376677,958723217,31.7,Arab States,01/01/1930 0:00:00,1930
Kazakhstan,5564071,17257849166,35.8,CIS,01/01/1930 0:00:00,1930
Kenya,3076616,3726074599,24.7,Africa,01/01/1930 0:00:00,1930
Kiribati,31000,25091959,24.9,Asia & Pacific,01/01/1930 0:00:00,1930
Kuwait,120719,311673395,26,Arab States,01/01/1930 0:00:00,1930
Latvia,1625309,4177683758,56,Europe,01/01/1930 0:00:00,1930
Lebanon,868061,3476237193,29.7,Arab States,01/01/1930 0:00:00,1930
Lesotho,630150,279841041,32.8,Africa,01/01/1930 0:00:00,1930
Liberia,787369,885776718,31.1,Africa,01/01/1930 0:00:00,1930
Libya,1007296,4076102372,33.1,Arab States,01/01/1930 0:00:00,1930
Lithuania,2142841,9133404931,53.1,Europe,01/01/1930 0:00:00,1930
Luxembourg,260091,2226400852,56.8,Europe,01/01/1930 0:00:00,1930
Madagascar,3546360,4638000220,30.5,Africa,01/01/1930 0:00:00,1930
Malawi,1601481,564855649,30.3,Africa,01/01/1930 0:00:00,1930
Malaysia,4389308,13843734603,30.6,Asia & Pacific,01/01/1930 0:00:00,1930
Maldives,72566,67050759,32.6,Asia & Pacific,01/01/1930 0:00:00,1930
Mali,3913839,2505120728,26.4,Africa,01/01/1930 0:00:00,1930
Malta,274305,610785001,56.1,Europe,01/01/1930 0:00:00,1930
Martinique,190959,428151685,37.6,South/Latin America,01/01/1930 0:00:00,1930
Mauritania,604001,586168542,32,Arab States,01/01/1930 0:00:00,1930
Mauritius,391293,735464303,27.7,Africa,01/01/1930 0:00:00,1930
Mexico,17373870,48493024559,36.2,South/Latin America,01/01/1930 0:00:00,1930
Mongolia,746004,1039109472,31.8,Asia & Pacific,01/01/1930 0:00:00,1930
Montenegro,330979,1126719649,43.3,Europe,01/01/1930 0:00:00,1930
Morocco,6617663,11420228592,33.1,Arab States,01/01/1930 0:00:00,1930
Mozambique,5301322,2236120898,30.3,Africa,01/01/1930 0:00:00,1930
Myanmar,14751220,28976436432,30.8,Asia & Pacific,01/01/1930 0:00:00,1930
Namibia,274780,793086735,32.4,Africa,01/01/1930 0:00:00,1930
Nepal,6899013,6147597573,32.8,Asia & Pacific,01/01/1930 0:00:00,1930
Netherlands,7875051,58456098023,64.7,Europe,01/01/1930 0:00:00,1930
New Caledonia,57685,183171125,30.6,Asia & Pacific,01/01/1930 0:00:00,1930
New Zealand,1491937,12780525077,60.8,Asia & Pacific,01/01/1930 0:00:00,1930
Nicaragua,815187,2549510809,29.1,South/Latin America,01/01/1930 0:00:00,1930
Niger,2285892,1799562543,30.8,Africa,01/01/1930 0:00:00,1930
Nigeria,19220499,36328886588,30.4,Africa,01/01/1930 0:00:00,1930
Norway,2807922,20352800921,64.1,Europe,01/01/1930 0:00:00,1930
Oman,447387,1287681092,32.3,Arab States,01/01/1930 0:00:00,1930
Pakistan,23358708,33806779849,28.8,Asia & Pacific,01/01/1930 0:00:00,1930
Panama,515938,1468610851,35.9,South/Latin America,01/01/1930 0:00:00,1930
Papua New Guinea,1503498,1298033412,31.5,Asia & Pacific,01/01/1930 0:00:00,1930
Paraguay,894195,3115339933,35.5,South/Latin America,01/01/1930 0:00:00,1930
Peru,5536002,17163685566,35.7,South/Latin America,01/01/1930 0:00:00,1930
Philippines,11577988,27772062358,34.4,Asia & Pacific,01/01/1930 0:00:00,1930
Poland,28169922,110699256384,49.5,Europe,01/01/1930 0:00:00,1930
Portugal,6804302,19381278124,40.9,Europe,01/01/1930 0:00:00,1930
Puerto Rico,1560784,5207629581,40.6,South/Latin America,01/01/1930 0:00:00,1930
Qatar,20264,35336065,30.8,Arab States,01/01/1930 0:00:00,1930
Reunion,210640,345343139,33,Asia & Pacific,01/01/1930 0:00:00,1930
Romania,14064439,63233208359,41,Europe,01/01/1930 0:00:00,1930
Rwanda,1918878,953081944,31.8,Africa,01/01/1930 0:00:00,1930
Samoa,45959,95845752,25.4,Asia & Pacific,01/01/1930 0:00:00,1930
Sao Tome and Principe,52054,57725725,31,Africa,01/01/1930 0:00:00,1930
Saudi Arabia,2853764,10915076870,32.1,Arab States,01/01/1930 0:00:00,1930
Senegal,2156254,2430810201,24.6,Africa,01/01/1930 0:00:00,1930
Serbia,5633467,22725405874,43.1,Europe,01/01/1930 0:00:00,1930
Seychelles,26792,64749105,52.8,Africa,01/01/1930 0:00:00,1930
Sierra Leone,1696801,2037680868,24.6,Africa,01/01/1930 0:00:00,1930
Singapore,577478,2621083457,42.1,Asia & Pacific,01/01/1930 0:00:00,1930
Slovenia,1235784,5420569839,45.9,Europe,01/01/1930 0:00:00,1930
Solomon Islands,78636,64793359,25.1,Asia & Pacific,01/01/1930 0:00:00,1930
Somalia,1986325,1780410156,29.4,Arab States,01/01/1930 0:00:00,1930
South Africa,8880522,28638245014,33.5,Africa,01/01/1930 0:00:00,1930
Spain,23513708,108759180010,49.3,Europe,01/01/1930 0:00:00,1930
Sri Lanka,5748259,9852910087,38.2,Asia & Pacific,01/01/1930 0:00:00,1930
Sudan,5217457,7489294944,31.4,Arab States,01/01/1930 0:00:00,1930
